date,GULF,POSTWAR,R_FTSE,R_STOCK1,R_STOCK2,R_STOCK3
1990-03-08,0,0,-0.00911667986524467,0.00226631326784954,0.00253665602003572,0.00173942497894863
1990-03-09,0,0,0.00840216895957102,-0.00689729115340576,0.00258077718324756,-0.0034576592508877
1990-03-10,0,0,-0.00497366673342902,0.00463097788555622,0.0150974654449811,0.0
1990-03-11,0,0,-0.0075497665302624,-0.0138741113918774,-0.00754531999459384,-0.0104452941934676
1990-03-12,0,0,0.00928071074899072,0.0,0.0175015654002219,0.00176069299391645
1990-03-13,0,0,0.0145309397073294,0.0046322461547712,-0.00995624540562811,0.00173320845546154
1990-03-14,0,0,-0.000998253140047644,-0.0046322461547712,-0.0024921510182132,0.0
1990-03-15,0,0,-0.00446271046993285,0.0046322461547712,-0.0024983773551126,0.00173020964073256
1990-03-16,0,0,-0.00915434292436323,0.0,0.0,0.0
1990-03-17,0,0,-0.000337538503689671,0.0,0.0,0.0
1990-03-18,0,0,0.000632791263284637,-0.0116421600569696,0.0,-0.0175374146431321
1990-03-19,0,0,-0.00037962670497027,-0.00231945280580703,0.00995627499605777,-0.0268966403898236
1990-03-20,0,0,0.0034535074755384,0.0139616128627766,-0.00995627499605777,-0.0109799805487469
1990-03-21,0,0,0.00837350506978307,0.0138104324407839,-0.0152243702749386,-0.0148039466490734
1990-03-22,0,0,0.000541858588169574,-0.0184426785955551,-0.0102627844163469,-0.0322493013241018
1990-03-23,0,0,-0.0110197415389157,0.00233967100671073,-0.00772801373141263,-0.00967683908170435
1990-03-24,0,0,-0.00752773579281207,-0.0211288830069023,-0.00784032677410184,-0.017668935307058
1990-03-25,0,0,0.00799107903313078,-0.0107127047551669,-0.0158145518857173,0.00395656599705063
1990-03-26,0,0,-0.00109552111407573,-0.0132705013528378,-0.0269445239878134,-0.0139030156235175
1990-03-27,0,0,-0.00012648354676692,0.0120635006028022,0.0108220308389901,0.00797616968117687
1990-03-28,0,0,-0.00685397843075286,0.0107255736676377,0.00542094020003958,0.00986781919834989
1990-03-29,0,0,-0.0102840736543639,0.00591403004384627,0.0159833483577474,0.0213885704522045
1990-03-30,0,0,0.0036819838660147,0.0,-0.007986291290484,0.0
1990-03-31,0,0,-0.00106894718890426,0.00941551003584884,0.0159093067380551,0.0246775093449134
1990-04-01,0,0,-0.00428725201162016,0.0,0.0,0.0
1990-04-02,0,0,0.0140787308351191,0.00230864585088053,0.018178081534697,0.0130478613186433
1990-04-03,0,0,0.00422744235583127,-0.0140600597753159,-0.0103692022472969,-0.0300548937483133
1990-04-04,0,0,0.00492352710462817,0.00233590388858662,0.0103692022472969,0.00570120896340853
1990-04-05,0,0,0.0101489792963631,0.00705939989171167,0.0204213131366914,0.00566888935356679
1990-04-06,0,0,0.00352587734350873,0.0254525924977535,0.0224739732759937,0.0131211371530017
1990-04-07,0,0,-0.0053975634467438,0.0336743029043793,0.00495354013214566,-0.00373509987460174
1990-04-08,0,0,-0.00613870342742295,-0.00665274836921181,0.00488043916490887,0.00373509987460174
1990-04-09,0,0,0.00534738292216641,0.0349548624777513,0.0547076147499012,0.0220967854013451
1990-04-10,0,0,-0.0169759108393439,0.00638660219464171,-0.00930799283135197,-0.00365332206805657
1990-04-11,0,0,0.000508409958839273,0.0106051196122987,0.0139067592713937,0.00548771748691123
1990-04-12,0,0,0.00160826173144545,0.0,0.0160214614473526,0.0162346556227461
1990-04-13,0,0,-0.00874963108267135,-0.0148711573279127,0.00225509747381558,-0.0272146361714931
1990-04-14,0,0,-0.00599034780923091,0.00641138581653777,-0.0136531728731457,-0.00922999946959901
1990-04-15,0,0,-0.00585375923700759,-0.0236990762318987,0.00228091883022951,-0.00260078170005773
1990-04-16,0,0,0.00417860904823541,0.0,0.0,0.0
1990-04-17,0,0,0.00548745267924033,-0.019787736541418,-0.00228091883022951,0.00778214044205505
1990-04-18,0,0,-0.0148597544236164,0.037075426956779,0.0226676974221238,0.0255115876574088
1990-04-19,0,0,-0.00867277886071615,0.0169938979756567,-0.0044746808151217,0.0100251466193785
1990-04-20,0,0,-0.0285936724012998,0.0532717214840214,0.00897387543286676,0.00992563979996941
1990-04-21,0,0,0.00700182393767878,0.00597764643484932,-0.00897387543286676,0.0122700925918151
1990-04-22,0,0,0.000760065312785052,0.0312679164715108,0.0044746808151217,0.0145281005629094
1990-04-23,0,0,0.00330180560541215,-0.0253257900724843,0.00449919461774506,-0.0169701042184611
1990-04-24,0,0,-0.00495680564769607,0.00981403718365747,0.0154802535619671,-0.017263067423781
1990-04-25,0,0,-0.00642222583263674,0.00196532666614146,0.00218579321998024,-0.00498754151103941
1990-04-26,0,0,0.00651175535505643,-0.0157249834713457,-0.00437637459979889,-0.0100503358535011
1990-04-27,0,0,0.00236961638163979,0.0117904600228673,0.0261036833138907,0.00503779402995707
1990-04-28,0,0,-0.00771062232343311,0.00586100261659794,0.0542628585593663,0.017435061822101
1990-04-29,0,0,-0.0205508482804619,-0.0156944800369229,-0.00816828680581061,-0.014925650216675
1990-04-30,0,0,-0.00936893895891888,0.0,-0.0397055901436136,-0.0151518050206025
1990-05-01,0,0,-0.0227458395817103,-0.00792267089754084,-0.010714007086479,-0.0153849188394792
1990-05-02,0,0,-0.00156661714017847,-0.00398499872164048,-0.00866328716369846,0.00772204609391025
1990-05-03,0,0,-0.0142592970612849,0.00598943779206884,0.0214979159626915,0.0303053494953289
1990-05-04,0,0,0.00547893906753582,-0.0120149652143366,0.0127138194813243,0.00248447332766144
1990-05-05,0,0,0.018849222751986,-0.0141779140285214,0.00837313008808493,0.0024783160144679
1990-05-06,0,0,-0.000188155605240325,0.0321111110699705,0.0206108211570823,0.0220327149998826
1990-05-07,0,0,0.0130397005713289,0.0078956630202196,-0.00411280229539201,-0.0024242436115065
1990-05-08,0,0,0.0042628180574411,-0.0178267988350908,-0.0164980188616903,-0.0196084713883761
1990-05-09,0,0,0.00175544000361682,-0.00597747629785683,-0.0210869495694092,-0.0174785972739597
1990-05-10,0,0,-0.00862194188271114,0.0099903802856156,0.0,-0.00758537138925685
1990-05-11,0,0,0.0019533981375357,0.0,0.00637711475530622,-0.00764334931256804
1990-05-12,0,0,-0.0146500478849906,0.00196474244709055,0.00210269643055749,-0.00512821636691995
1990-05-13,0,0,0.000942551556655679,-0.0119551227327061,-0.00420982351134213,-0.00515465058866393
1990-05-14,0,0,0.0112884404408246,-0.0141856668990394,-0.0388832743108684,0.0102828669555838
1990-05-15,0,0,-0.00125836010359581,0.0101323897805603,0.00437637459979889,0.0177444452990718
1990-05-16,0,0,-0.000933140552010769,0.0,-0.0132312530485272,0.0124845566622449
1990-05-17,0,0,-0.00712046855356973,-0.0162319861307311,0.00885487844872834,-0.00747201483870085
1990-05-18,0,0,-0.0157789527843501,0.00814892737552597,0.0217786578373537,0.0148886124937508
1990-05-19,0,0,0.00023877175921072,-0.00612385258416647,0.010714007086479,0.00491401480242892
1990-05-20,0,0,-0.0145735210430117,0.0142069113393716,0.0232075712819233,-0.0148150857851403
1990-05-21,0,0,0.000871712971079574,0.0180049066286649,0.0246663056675009,0.0197050710793327
1990-05-22,0,0,-0.0239558814294325,0.00394561962154682,0.0,0.0217137602237835
1990-05-23,0,0,0.00425490449964449,-0.00594212639902647,-0.0246663056675009,0.00713439411387462
1990-05-24,0,0,-0.0175312025175706,-0.00997067294650921,0.00826246128245689,-0.0167267938053141
1990-05-25,0,0,0.00446171939556805,0.00600149142899031,0.0123483598746254,-0.0170113458265364
1990-05-26,0,0,0.000400080021339732,-0.00200846491733042,-0.00615511980945981,-0.0273308937169707
1990-05-27,0,0,0.00453968004203186,0.00597764643484932,0.0020423175140678,0.0
1990-05-28,0,0,-0.00945172440305253,0.0,0.00816828680581061,0.0248769047554038
1990-05-29,0,0,0.020194667892178,0.0,-0.0205265415172402,-0.0123610968235734
1990-05-30,0,0,0.0135477581367196,0.00395348938002193,-0.0167469025338062,-0.0201011793210872
1990-05-31,0,0,0.0137500658672413,0.011802674202662,-0.00420982351134213,-0.0205135398331028
1990-06-01,0,0,-0.00798580277061944,-0.00196919678233697,0.0250794231773445,0.0103093696588612
1990-06-02,0,0,0.0348847750053043,0.00196919678233697,0.00823555757923344,0.0
1990-06-03,0,0,0.0265577684271391,-0.00981403718365747,-0.033314980756578,-0.0207261305171169
1990-06-04,0,0,-0.0311393566190991,-0.0119197728338758,-0.0257679036372131,-0.0158314652166806
1990-06-05,0,0,-0.00578022709475423,-0.0242376647557076,-0.0399187620225269,-0.0242272953353239
1990-06-06,0,0,-0.00928036963591694,0.0101735489193908,0.0268033913488716,0.0215641779158399
1990-06-07,0,0,-0.000856612625550035,0.00203688281968084,0.00877715728447192,-0.0242926925690447
1990-06-08,0,0,0.00071389480222983,0.0,0.00433821338918338,0.0162605208717803
1990-06-09,0,0,-0.00874453069489789,-0.0370501842966026,0.0065152432050537,-0.0026917916657112
1990-06-10,0,0,-0.00751521024271628,-0.010537984634138,-0.0152542392789101,-0.00269905696916517
1990-06-11,0,0,0.00703515646747554,0.00846192462642747,0.00873899607385642,0.0
1990-06-12,0,0,0.00306836946077027,0.0104496515443015,0.0129883126402354,0.0134230203321408
1990-06-13,0,0,0.0062037898803311,-0.0295617936830305,-0.0129883126402354,-0.0053476063265947
1990-06-14,0,0,0.0118232637633406,-0.0150956513335316,-0.0399187620225269,-0.0271755853789654
1990-06-15,0,0,-0.00778764997768366,-0.00655122677296482,-0.0113722540429162,-0.0393309120624234
1990-06-16,0,0,-0.0103830233612827,-0.0198750480545202,-0.00690430487825199,-0.0144302648290288
1990-06-17,0,0,-0.0123321568673713,-0.0135000635648259,0.0182765589211682,-0.00436999967111795
1990-06-18,0,0,-0.000484824987679211,0.0157057551410231,-0.0136531728731457,-0.0102715503218302
1990-06-19,0,0,-0.013769748814771,0.0155023376440519,0.0136531728731457,0.0204386676772747
1990-06-20,0,0,0.00803099169755139,0.0,0.0,0.0
1990-06-21,0,0,-0.0109360381779275,0.0302252827573053,0.0399187620225269,0.0256790144176912
1990-06-22,0,0,0.00133047547159836,0.00423883169576377,0.0129883126402354,0.0112045990128626
1990-06-23,0,0,0.00950801124785805,0.0374354266922774,0.0169894145083198,-0.00558660670863986
1990-06-24,0,0,0.00956341180354325,-0.00205768950060836,0.0,0.00558660670863986
1990-06-25,0,0,-0.00513442639221128,-0.0102781147335884,-0.0169894145083198,-0.00839165763624816
1990-06-26,0,0,-0.0112322321687665,0.00207892564758616,-0.00647306943518177,-0.00563381771825621
1990-06-27,0,0,0.00215855656810948,-0.00621247092277421,0.0107369227376867,-0.00566573753567745
1990-06-28,0,0,0.00552231091849719,-0.0294617847820566,-0.0128895907235762,-0.00855925339566976
1990-06-29,0,0,0.0019961544153535,0.0158990710137425,-0.0219176111996501,-0.0115275051710668
1990-06-30,0,0,-0.00487568006348393,0.0176962590435021,-0.0133492014930629,-0.0087336799687554
1990-07-01,0,0,0.0068193152720557,-0.0145616378239426,-0.0135298164575337,-0.0206802052375385
1990-07-02,0,0,0.00387597384469273,0.00417678543663058,0.009055135642412,-0.00598804184462231
1990-07-03,0,0,0.0134010987507942,-0.00837108960741339,0.0,-0.00904983551991822
1990-07-04,0,0,0.00916631527825284,-0.0212782127675961,0.0,-0.0214403312378692
1990-07-05,0,0,0.00523400935528872,0.00536214998751649,0.0044746808151217,0.0
1990-07-06,0,0,0.000752197863494785,-0.0205231083870076,-0.0044746808151217,-0.0219101096357441
1990-07-07,0,0,0.019821977863498,-0.0132033384242911,0.0044746808151217,0.0125787822068597
1990-07-08,0,0,-0.00860638293915005,-0.0178665798446742,-0.0112696220227936,-0.064538521137571
1990-07-09,0,0,0.00352554060025767,-0.0135817900315506,-0.0206202278873943,0.00332779009267447
1990-07-10,0,0,-0.00706355462557084,-0.0230964823536163,-0.0187034390460523,-0.0100167782434708
1990-07-11,0,0,-0.00406552114915381,0.00928604991283243,0.00473212867967731,0.0232182901020072
1990-07-12,0,0,0.00644109578102192,0.0,0.00935129752872576,0.00327332534496882
1990-07-13,0,0,0.0061687076715895,0.0,0.00462001283764923,0.0162078102268532
1990-07-14,0,0,-0.0076120116910241,-0.0163287780210605,-0.00462001283764923,-0.00322061470004175
1990-07-15,0,0,0.00293098444257911,0.0209396653726106,0.0229800462903035,0.0348688256508236
1990-07-16,0,0,0.0115010158964601,0.00689729115340576,0.0268790179505966,0.0336938457864723
1990-07-17,0,0,0.00270586511951087,0.033750623812053,0.0,0.0413038061412365
1990-07-18,0,0,-0.000412286132411843,-0.0133396734436868,-0.00441521314189774,-0.0263558447053631
1990-07-19,0,0,-0.00768120051947818,0.057704925585635,0.0561819845663995,0.0934200752859082
1990-07-20,0,0,-0.00411780256595051,0.0383858357365554,0.0806957211285528,0.0526437334854224
1990-07-21,0,0,0.00706847321760761,-0.0501024762627819,-0.059913386805265,-0.0392207131532815
1990-07-22,0,0,-0.00175091045975239,-0.0172876904153609,0.00408881462648747,-0.0380480676375301
1990-07-23,0,0,-0.00485404184476312,0.00652282363500322,-0.00408881462648747,-0.0195810451991063
1990-07-24,0,0,0.0018056814406826,0.00217780283632151,0.00408881462648747,-0.0142249909313472
1990-07-25,0,0,0.00778716065018514,0.00646649946500854,0.00816828680581061,0.0142249909313472
1990-07-26,0,0,-0.00917585688780064,0.00427507439216512,-0.012257101432298,0.00843886864586451
1990-07-27,0,0,0.00259067502409227,0.00425687590340029,-0.00826944008494212,-0.00561799230422277
1990-07-28,0,0,-0.00374939685195929,0.0147768163299018,-0.00833839433350824,0.00841519692528436
1990-07-29,0,0,0.00531903846502945,0.00210938755327738,-0.00417449990483742,-0.00279720462106158
1990-07-30,0,0,-0.00341943866291405,0.00831870499547715,0.00417449990483742,0.0139084300461327
1990-07-31,0,0,-0.0078533826807039,0.0103204687799447,0.0124610914657044,0.0272496424473747
1990-08-01,0,0,-0.0071164680692739,-0.00927616016646215,-0.0421840396508592,-0.00809721023261911
1990-08-02,0,0,-0.00494572497240408,-0.00936301360895974,-0.0108300413482087,-0.0246926125903712
1990-08-03,0,0,0.00391150148796626,-0.0340624564800746,0.00216675418451028,-0.0310321092477288
1990-08-04,0,0,-0.00603860871621364,0.00648055198841834,0.00436257521916427,-0.0115275051710668
1990-08-05,0,0,-0.00636098223803394,-0.00862409198722335,-0.00870078860834766,-0.038409448114872
1990-08-06,0,0,0.0137156898516197,0.0171744444947767,0.0258361293518749,0.00899556290857805
1990-08-07,0,0,-0.0095337705317231,-0.0107187947899669,-0.030236912036548,-0.0180727810596943
1990-08-08,0,0,-0.00123374790253194,0.00433219259532524,-0.00881603990662949,0.0210534091978322
1990-08-09,0,0,-0.0120854608129956,0.00853195029556541,0.0262183231441843,0.0176995770994006
1990-08-10,0,0,-0.00476913975690251,0.00423883169576377,0.0234127243587281,0.0231224174208541
1990-08-11,0,0,-0.00780477578442617,0.0,0.00213572392158933,-0.00286123228103196
1990-08-12,0,0,0.0239469057135988,-0.00638417979668748,-0.0169595695012754,-0.00863314714470231
1990-08-13,0,0,-0.000903192132323482,0.0,-0.004263853302505,0.0
1990-08-14,0,0,-0.00893310930113067,0.0021453481009237,0.004263853302505,0.0
1990-08-15,0,0,-0.00115229511501713,0.0105825121591189,0.0,0.0057637047167498
1990-08-16,0,0,-0.000528579335244749,-0.0063436804633552,-0.0128895907235762,-0.0057637047167498
1990-08-17,0,0,0.00899570638728075,0.00422093981561122,0.00644415169859868,0.00863314714470231
1990-08-18,0,0,0.00176094089242351,-0.00422093981561122,0.00644543902497751,0.0226638595772117
1990-08-19,0,0,0.00710735045865185,0.0147147700707686,0.0211340694061128,0.0221615718028527
1990-08-20,0,0,-0.00198497158610511,0.00833883489622433,-0.00208507164781845,0.0243584438320407
1990-08-21,0,0,0.018189138254951,0.00619955581919917,0.00628370183106596,0.00533334597536239
1990-08-22,0,0,0.00818899299674225,0.00818226590608528,0.00413976415026073,-0.0106952891167484
1990-08-23,0,0,-0.00212177201371499,0.0281576216899486,0.00412269713219615,0.0343494800146384
1990-08-24,0,0,0.00308891234746511,-0.0119551227327061,-0.0166355913705418,0.0
1990-08-25,0,0,0.0135334911219349,-0.0305843206825269,0.00417449990483742,0.0231075750101492
1990-08-26,0,0,-0.00327511209780517,-0.00104321917061778,-0.0383862353488533,-0.0309303006913586
1990-08-27,0,0,0.0220353626809117,-0.00519501102956265,-0.0175550359804859,-0.0482667409698347
1990-08-28,0,0,0.000668315202312364,-0.00210060469604389,0.0,0.0163491380015292
1990-08-29,0,0,0.0149421461776402,0.00210060469604389,-0.00441521314189774,0.0213911899813181
1990-08-30,0,0,-0.00638276624941536,-0.00416800257939709,0.0,-0.00796816964917734
1990-08-31,0,0,0.00145621454147093,0.0,0.0132312530485272,-0.00803217169726444
1990-09-01,0,0,0.0116611728675613,0.0145311759182513,0.0281162903240339,0.0265267543334291
1990-09-02,0,0,0.00108901629040758,0.00410799785717053,0.0190089410986757,0.0207261305171169
1990-09-03,0,0,0.00927377074513913,-0.00618692350475669,0.00833839433350824,-0.0181117499430465
1990-09-04,0,0,-0.00254821223252665,0.0,-0.0337363170421261,-0.0264565695368297
1990-09-05,0,0,-0.00676909640146661,0.00415353832811149,-0.0086257374210712,-0.00807541400554612
1990-09-06,0,0,0.00676909640146661,0.0122484289896434,-0.030767618074968,0.0
1990-09-07,0,0,0.000821319777295492,-0.00814892737552597,0.0,-0.0218587938124983
1990-09-08,0,0,0.00911873495654624,-0.00617411429464276,-0.00449919461774506,-0.0365722896233444
1990-09-09,0,0,-0.00571098874925724,0.00410799785717053,0.0022298541996033,0.0113961347308695
1990-09-10,0,0,0.0110488897550808,-0.00618692350475669,0.0,0.0196359745168592
1990-09-11,0,0,0.0139146654968698,-0.0166376978316531,0.0111193472934596,-0.0139862419747398
1990-09-12,0,0,0.00251688542613237,-0.00211824416307226,-0.0133492014930629,0.0139862419747398
1990-09-13,0,0,-0.00167721956379285,-0.00421197048215127,-0.0090145245489781,-0.00278164296187721
1990-09-14,0,0,0.0154906283038425,0.0,0.0,0.0
1990-09-15,0,0,0.0163118370826156,0.0,0.0,0.0
1990-09-16,0,0,-0.00906572690562335,0.0105156622062114,0.0045398437338564,0.00555556984460192
1990-09-17,0,0,0.00707178944059006,-0.00210938755327738,0.0044746808151217,0.00552487593196993
1990-09-18,0,0,0.00166866809847388,0.008373591536591,0.0,-0.00275862243907898
1990-09-19,0,0,-0.00175013781215316,0.0,0.0,0.0
1990-09-20,0,0,-0.00269223087352976,0.0041420287962639,-0.0135298164575337,-0.0280130362276747
1990-09-21,0,0,0.0211776424194871,0.00204601749108768,0.0135298164575337,-0.00569802111463779
1990-09-22,0,0,-0.00256266657425197,0.0123358042341967,0.00449919461774506,0.0169975763685714
1990-09-23,0,0,-0.00144439119959916,-0.0268974420581393,-0.00897387543286676,-0.0227282510775559
1990-09-24,0,0,-0.0127688820708549,-0.00631704481852679,0.00897387543286676,-0.00865806274311431
1990-09-25,0,0,-0.00726504154585327,0.0332144868766661,0.0220668294666204,0.025752496102414
1990-09-26,0,0,0.0136698629864939,-0.0227206566215087,-0.0176320357332002,-0.0113637586503152
1990-09-27,0,0,-0.0139566483296311,0.00210060469604389,0.00441521314189774,-0.0172914971100608
1990-09-28,0,0,-0.00353009150758243,-0.0104716943034572,0.0,-0.0295006643966973
1990-09-29,0,0,0.00234110385187946,-0.00212274064774398,0.00663024668664924,-0.00600602406021266
1990-09-30,0,0,0.0110155738325232,-0.0106051196122987,0.00218579321998024,0.0119761910467159
1990-10-01,0,0,-0.00329194989531966,0.0190315519841028,0.0345068997110695,0.0493568969700923
1990-10-02,0,0,0.0128621737594656,0.0104062327795775,-0.0127795909969776,0.0
1990-10-03,0,0,0.0123019484894584,-0.00623823020018043,-0.00432502547653701,-0.00568183346743111
1990-10-04,0,0,0.0021413284413434,-0.00416800257939709,-0.0217786578373537,0.0197467629348349
1990-10-05,0,0,0.00820549793109837,0.00831870499547715,-0.00885487844872834,-0.00841519692528436
1990-10-06,0,0,-0.00606874498136367,-0.0104280925487545,0.00441521314189774,0.00281294137661447
1990-10-07,0,0,-0.00106780576082954,-0.0362838534799712,-0.0314602520079967,0.0111733005981253
1990-10-08,0,0,-0.00332937287328771,0.0257458688458331,0.00458123405740007,-0.00278164296187721
1990-10-09,0,0,0.00506891628656269,0.00846192462642747,0.0,-0.0368836134305539
1990-10-10,0,0,-0.0021749024924409,0.0187166234792393,0.0400958405418991,0.0396652563924311
1990-10-11,0,0,0.00658922465354372,0.00207461268052533,-0.0176320357332002,0.0273989741881139
1990-10-12,0,0,-0.00920536694160034,0.00612457640547692,0.00441521314189774,-0.0163491380015292
1990-10-13,0,0,0.0100701808639698,0.00816899243950164,0.00224427474339439,0.0
1990-10-14,0,0,-0.002596688715637,0.0120756458045461,-0.00224427474339439,0.0403823374456857
1990-10-15,0,0,-0.00723537801116602,-0.00400903471491798,-0.00441521314189774,-0.0106101791120156
1990-10-16,0,0,-0.0116946392595229,0.0219065242497782,0.0306335362860821,0.0237165266173162
1990-10-17,0,0,0.00520563382726457,0.0,0.0339215783684023,0.0231670592815342
1990-10-18,0,0,-0.0060892744840304,0.0078293469943329,0.0246663056675009,0.0101266688179295
1990-10-19,0,0,-0.00261532729996449,-0.0137596568052043,-0.0372734440510464,-0.00505051578606874
1990-10-20,0,0,-0.00436064808564662,0.0137596568052043,0.0126071383835455,0.0100756519887417
