month,smb,hml,umd,rf,rm,rmrf
2006m7,-0.02107989,0.02440571,-0.00725556,0.0038155941,0.013186181,0.00937059
2006m8,0.01822398,-0.00908739,-0.00462152,0.0038908832,0.0071252648,0.00323438
2006m9,0.02504817,0.03692307,-0.01147877,0.0039661778,0.0157223148,0.01175614
2006m10,0.00333703,0.03052215,0.02169525,0.0040582123,0.0303514931,0.02629328
2006m11,0.02322007,0.01755539,0.02741801,0.0040833142,-0.002895799,-0.00697911
2006m12,0.03875625,0.00592952,0.02890674,0.0041586233,0.03334385,0.02918523
2007m1,0.00325855,-0.01130722,-0.02330108,0.0043678446,-0.0024968775,-0.00686472
2007m2,-0.00082797,-0.02140807,-0.00619353,0.004325997,-0.0016985558,-0.00602455
2007m3,0.00100316,-0.00128549,0.01103632,0.0043762145,0.0334471913,0.02907098
2007m4,-0.00192292,-0.00125513,0.00262817,0.0044515455,0.0244951963,0.02004365
2007m5,-0.0170829,0.01425865,0.00205568,0.0045268823,0.0281900252,0.02366314
2007m6,-0.05250195,0.00518683,-0.04747173,0.0046859448,-0.0075711932,-0.01225714
2007m7,0.02630497,-0.02035005,0.01983981,0.0046692002,-0.0332351602,-0.03790436
2007m8,-0.02314968,-0.00515105,-0.00488103,0.0046859448,-0.0026963583,-0.0073823
2007m9,-0.07888955,-0.00314401,0.06433161,0.0045519956,0.0188759399,0.01432394
2007m10,0.00938874,0.00317915,0.0311867,0.0045268823,0.0434160568,0.03888917
2007m11,-0.070871,-0.0274818,0.05240233,0.0044264345,-0.0474379211,-0.05186436
2007m12,-0.03279028,0.01005328,0.03271342,0.004267413,0.0026033829,-0.00166403
2008m1,0.00743653,0.00542734,-0.00978215,0.0041167841,-0.086617009,-0.09073379
2008m2,0.04200614,-0.01172902,0.07593839,0.0040582123,0.0077297212,0.00367151
2008m3,0.00335608,-0.01694188,0.01809305,0.0038908832,-0.0205851721,-0.02447606
2008m4,-0.04940917,0.00983295,0.06871806,0.0039912773,0.0625800923,0.05858881
2008m5,-0.01005241,-0.02934438,0.04477178,0.0041084165,-0.0019980013,-0.00610642
2008m6,-0.02487664,-0.02773796,0.13513311,0.0041586232,-0.0706780084,-0.07483663
2008m7,0.01675973,-0.06965532,0.00147268,0.0041335195,-0.0360347184,-0.04016824
2008m8,-0.00654898,-0.00152275,-0.09546905,0.0040247443,0.0499053319,0.04588059
2008m9,-0.00913765,-0.03737999,-0.02157296,0.0036817611,-0.1323787435,-0.1360605
2008m10,-0.11476283,-0.07014741,0.08793762,0.0029042091,-0.1190020677,-0.12190628
2008m11,-0.06291687,0.00035519,0.04623821,0.0013926355,-0.016659667,-0.0180523
2008m12,-0.0418123,0.00567662,0.02901619,0.0009754755,0.0367595173,0.03578404
2009m1,0.03747751,-0.06836674,0.04463889,0.0007502813,-0.0583296382,-0.05907992
2009m2,0.02557139,0.0101124,-0.06834045,0.0005501513,-0.0651788019,-0.06572895
2009m3,0.0059823,0.01835174,-0.15646179,0.0005168002,0.032827307,0.03231051
2009m4,0.156074,0.07629846,-0.25028301,0.0004834502,0.0994389453,0.0989555
2009m5,0.00865862,-0.01578997,-0.03929167,0.0004334272,0.041956296,0.04152287
2009m6,0.01145456,-0.03071845,0.02305879,0.0004084167,-0.0320743476,-0.03248276
2009m7,0.00213945,0.02591618,-0.0262638,0.0003583975,0.0850217143,0.08466332
2009m8,0.0512082,0.09005717,-0.04643381,0.0003083809,0.0770221884,0.07671381
2009m9,-0.00460253,0.00317228,-0.03229072,0.0003250528,0.0471791236,0.04685407
2009m10,-0.00596214,-0.02730201,0.02817635,0.0003750703,-0.0182317535,-0.01860682
2009m11,-0.06302818,-0.02592254,0.03177527,0.0003834068,0.0296305,0.02924709
2009m12,-0.02614585,0.00213026,-0.00441667,0.0004084167,0.0434160564,0.04300764
2010m1,0.05016524,-0.01860431,0.00459189,0.0004084167,-0.0357454855,-0.0361539
2010m2,-0.03651418,0.00252939,0.02301087,0.0004084167,0.03375727,0.03334885
2010m3,-0.0215276,0.01524126,0.06432032,0.0004250903,0.0675859734,0.06716088
2010m4,0.0555079,0.01695321,-0.00799572,0.0004167535,-0.0139024557,-0.01431921
2010m5,-0.01608422,-0.02544223,0.00188276,0.0004084167,-0.0622763598,-0.06268478
2010m6,0.02654983,-0.02660468,0.04083112,0.0004084167,-0.0462941611,-0.04670258
2010m7,-0.0088617,0.00279676,0.04419018,0.0004167535,0.0689747376,0.06855798
2010m8,-0.01109784,-0.00721607,0.02693537,0.0004084167,-0.0021975818,-0.002606
2010m9,0.01182346,0.00733166,0.02829965,0.0004084167,0.0654529352,0.06504452
2010m10,0.01211705,0.01198267,0.02597176,0.0004167535,0.0253151205,0.02489837
2010m11,-0.00639995,-0.00106557,0.03409617,0.00040008,-0.0225420442,-0.02294212
2010m12,0.01964454,0.01797577,0.0113447,0.0004167535,0.0714362091,0.07101946
2011m1,0.01077755,0.04483825,-0.00633523,0.0004250903,-0.0052859798,-0.00571107
2011m2,-0.02909224,-0.0028042,0.00550826,0.0004501013,0.0239830769,0.02353298
2011m3,0.01230164,-0.02233653,0.02808162,0.0004667756,-0.0080672834,-0.00853406
2011m4,0.02613017,-0.02895989,0.0025412,0.0004667756,0.0310729922,0.03060622
2011m5,0.00928956,-0.01809762,-0.02121559,0.0004334272,-0.0071741421,-0.00760757
2011m6,2.914e-05,-0.01876132,0.02591676,0.0004250903,-0.0044898902,-0.00491498
2011m7,0.00803622,-0.01592756,0.01211758,0.0004084167,-0.022053193,-0.02246161
2011m8,-0.03431191,-0.03593227,-0.04076281,0.0003834068,-0.0689106181,-0.06929402
2011m9,-0.00562307,-0.00370811,-0.05009095,0.0003834068,-0.0501013649,-0.05048477
2011m10,-0.04171613,0.03736264,0.00901885,0.0003834068,0.0789625742,0.07857917
2011m11,-0.02693544,-0.02049789,0.05338737,0.000341725,-0.0036931634,-0.00403489
2011m12,-0.03026123,-0.01102706,0.04302156,0.00020002,0.008435379,0.00823536
2012m1,0.06815462,0.01800827,-0.13283217,0.000300045,0.0271623497,0.0268623
2012m2,0.03332802,0.01055417,-0.00054462,0.0003333889,0.0428944788,0.04256109
2012m3,0.03258665,-0.02638992,0.03249425,0.0003667339,-0.0094550176,-0.00982175
2012m4,-0.00672346,-0.01364661,0.02667179,0.0003333889,-0.003294561,-0.00362795
2012m5,-0.00764747,-0.0446909,0.08519686,0.0002750378,-0.067979063,-0.0682541
2012m6,-0.01015187,0.02149254,-0.0036254,0.0002917092,0.0482268265,0.04793512
2012m7,-0.00839675,0.00388433,0.00548037,0.0002166901,0.0132875046,0.01307081
2012m8,0.02210967,-0.00453238,0.00831399,0.00020002,0.0221415652,0.02194155
2012m9,0.03638974,0.00698656,-0.026851,0.0002166901,0.0108585305,0.01064184
2012m10,0.00729152,0.02091704,0.00130989,0.000191685,0.0103532276,0.01016154
2012m11,-0.00470608,-0.02301429,0.03926686,0.000191685,0.0175522618,0.01736058
2012m12,0.03983892,0.0369448,-0.00884545,0.0002583667,0.0098481773,0.00958981
2013m1,-0.01047003,0.00749149,0.00930991,0.0002416959,0.0637495735,0.06350788
2013m2,0.02144027,-0.03851745,0.06584462,0.0002750378,0.0227550342,0.02248
2013m3,0.00446793,-0.03000798,0.05985424,0.0003083809,0.0140984589,0.01379008
2013m4,0.00718743,0.00757186,0.03610676,0.0002750378,0.0058168526,0.00554181
2013m5,0.01899875,0.00407687,0.01484861,0.0002583667,0.0291158134,0.02885745
2013m6,0.02964676,-0.01325649,0.04651048,0.0002750378,-0.0499113662,-0.0501864
2013m7,0.01118447,0.01617778,0.0364866,0.0002500313,0.0677995119,0.06754948
2013m8,0.02932642,-0.00122901,-0.04478809,0.0002250253,-0.0221509828,-0.02237601
2013m9,0.01294607,0.02408101,0.02166447,0.0002917092,0.0111618336,0.01087012
2013m10,-0.00316736,0.00893954,0.03136815,0.0002667022,0.0428944788,0.04262778
2013m11,0.01729014,-0.00299615,0.02465237,0.0002416959,-0.0069755571,-0.00721725
2013m12,0.00995772,0.00575308,0.0280121,0.0002166901,0.0183666293,0.01814994
2014m1,0.05117162,0.01253681,0.03301348,0.000300045,-0.0305244269,-0.03082447
2014m2,-0.01040651,0.00647319,-0.00849747,0.0003167168,0.0524281308,0.05211141
2014m3,0.00281846,-0.02521563,-0.02402737,0.0003500613,-0.0260545665,-0.02640463
2014m4,-0.0506994,0.0377159,-0.06489442,0.0002833735,0.0216306222,0.02134725
2014m5,-0.00648134,-0.01954972,-0.01861928,0.0002333606,0.0136929007,0.01345954
2014m6,-0.00627305,0.00936443,0.00078667,0.0003500613,-0.0128171516,-0.01316721
2014m7,-0.00047183,0.01882742,0.01646589,0.000341725,-0.0029955045,-0.00333723
2014m8,0.00032043,-0.01865599,-0.00391502,0.0003333889,0.0215284642,0.02119508
2014m9,0.00505892,-0.01080521,0.02278612,0.00040008,-0.0277088672,-0.02810895
2014m10,-0.01031213,-0.01378086,0.04545745,0.0003250528,-0.0068762497,-0.0072013
2014m11,-0.02101518,-0.01812527,0.0277711,0.000341725,0.0292187301,0.02887701
2014m12,0.03944724,0.00051833,0.00906418,0.0003250528,-0.0159710878,-0.01629614
2015m1,-0.03154786,-0.02346357,0.0325936,0.0002833735,0.0262383195,0.02595495
2015m2,0.01440126,0.03169539,-0.05486341,0.0003333889,0.0372780266,0.03694464
2015m3,0.02118027,-0.01406964,0.05154257,0.0003667339,-0.016659667,-0.0170264
2015m4,-0.00154173,0.01573314,-0.05625679,0.0003500613,0.0303514937,0.03000143
2015m5,0.03836923,-0.021919,0.02609777,0.0003834068,0.0134901824,0.01310678
2015m6,0.04553318,-0.0116472,0.00278034,0.0004084167,-0.0574817533,-0.05789017
2015m7,0.00085665,-0.03970913,0.07413823,0.00040008,0.0239830769,0.023583
2015m8,0.03323951,-0.01828462,0.0202182,0.0003750703,-0.0532308639,-0.05360593
2015m9,-0.00359417,-0.03906863,0.07447879,0.0003917434,-0.0273198729,-0.02771162
2015m10,-0.03952292,0.02629465,-0.02857554,0.00040008,0.0469697088,0.04656963
2015m11,-0.00907179,-0.03401955,0.02953799,0.00040008,0.0057162759,0.0053162
2015m12,0.02581081,-0.00884548,0.04450505,0.0003917434,-0.0127184284,-0.01311017
2016m1,-0.04980502,0.01009455,0.02050437,0.00040008,-0.030815226,-0.03121531
2016m2,-0.02207787,-0.021563680000000002,-0.07856099,0.0003917434,0.0080320855,0.00764034
2016m3,0.01113351,0.01458687,-0.03221281,0.0003750703,0.0193855053,0.01901044
2016m4,-0.02366444,0.04009041,-0.04053889,0.0003667339,0.0113640862,0.01099735
2016m5,0.02881207,-0.01316813,0.05031314,0.0003500613,0.0068231725,0.00647311
2016m6,-0.14775209,0.00850204,0.04521308,0.0003083809,0.0281900259,0.02788164
2016m7,0.04382345,-0.04147098,0.00305557,0.0002833735,0.0400824616,0.03979909
2016m8,0.03471076,-0.00456123,-0.03530581,0.0001833501,0.0189778327,0.01879448
2016m9,-0.00758194,0.00124405,0.05210446,0.0001500113,0.0169419136,0.0167919
2016m10,-0.02933696,0.05235983,0.03360503,0.0001333422,0.0056157093,0.00548237
2016m11,0.0407632,0.02843362,-0.01186327,0.000100005,-0.0162662522,-0.01636626
2016m12,0.00431994,0.00429953,-0.01305081,8.33337e-06,0.050115334,0.050107
2017m1,0.01016293,0.01432264,0.05230343,0.0001333422,-0.003294561,-0.0034279
2017m2,-0.01405392,-0.02866341,-0.02703044,2.50003e-05,0.0310729922,0.03104799
2017m3,0.01131645,-0.00911293,0.00074179,5.00013e-05,0.0122747236,0.01222472
2017m4,0.04077879,-0.00214579,-0.02577318,5.8335e-05,-0.0036931634,-0.0037515
2017m5,-0.01853141,-0.01477143,-0.00067876,5.00013e-05,0.0436247605,0.04357476
2017m6,0.00821211,0.01469722,0.01404609,0.0001083392,-0.024690088,-0.02479843
2017m7,0.01688822,0.0467664,0.07362084,0.0001083392,0.0116675409,0.0115592
2017m8,-0.00835713,-0.00055432,0.03185365,0.0001416767,0.0138956595,0.01375398
2017m9,0.02471272,-0.00356992,-0.02424405,0.0001833501,-0.0042907682,-0.00447412
2017m10,-0.00724349,-0.00150069,0.02870736,0.000300045,0.0186721852,0.01837214
2017m11,0.00724551,0.01574284,0.00887156,0.0002917092,-0.016561328,-0.01685304
2017m12,-0.0196239,0.02061272,-0.00180579,0.0002250253,0.0477028441,0.04747782
