t,id,FDI,schooling,population,gdpgrowth,patent,developed,initial,investment,trade,exports,gspending,inflation,fd
2012,14,0.001672245,9.9,17.902155,-3.2420602,8439.0,1,10.496617,18.30906,55.65472,28.379242,19.808064,1.5473014,77.0
2013,14,0.9121222,10.3,17.913746,-2.9724038,8307.0,1,10.463659,17.204586,54.86758,28.633244,19.807207,1.1476102,75.0
2014,14,0.78886926,10.1,17.922922,-0.9178139,8601.0,1,10.433485,16.722168,55.322117,29.108828,19.539013,0.91324127,78.0
2015,14,0.724628,10.2,17.921957,0.8754774,,1,10.424264,16.935467,56.418175,29.715982,19.110342,0.93186355,79.0
2016,14,1.3679323,10.2,17.92026,1.4518754,8848.0,1,10.432981,17.172747,55.374027,29.331293,19.02724,1.1363894,77.0
2017,14,0.5691699,10.2,17.91876,1.8687147,8643.0,1,10.447395,17.380566,58.704357,30.842407,18.823717,0.6907062,79.0
2002,15,0.2808517,10.9,18.663195,-0.11453832,365204.0,1,10.651104,25.030165,20.685612,11.018221,18.127132,-1.458286,72.0
2003,15,0.19730568,11.0,18.665335,1.3112013,358184.0,1,10.649958,24.464401,21.58313,11.639294,18.19336,-1.6169811,73.0
2004,15,0.15633884,11.1,18.665672,2.1702893,368416.0,1,10.662985,24.051117,23.922356,12.972033,18.10293,-1.1007359,77.0
2005,15,0.11480856,11.2,18.665766,1.6531225,367960.0,1,10.684455,24.600979,26.515493,14.012441,18.117222,-1.0374347,81.0
2006,15,-0.052907508,11.2,18.666399,1.3557534,347060.0,1,10.700851,24.717634,30.331781,15.872902,17.952902,-0.8833778,84.0
2007,15,0.47906837,11.3,18.66755,1.5374414,333498.0,1,10.714317,24.117819,33.093887,17.493317,17.945612,-0.7294798,85.0
2008,15,0.48879105,11.4,18.668034,-1.1414249,330110.0,1,10.729575,23.962288,34.39902,17.424038,18.359442,-0.9808954,82.0
2009,15,0.23371395,11.4,18.667908,-5.4045944,295315.0,1,10.718095,22.361364,24.4909,12.520914,19.63465,-0.6112726,82.0
2010,15,0.13054125,11.5,18.668087,4.1730275,290081.0,1,10.662534,21.329723,28.613008,15.0367565,19.491604,-1.8951635,82.0
2011,15,-0.013816039,11.8,18.666235,0.06976281,287580.0,1,10.703417,21.903873,30.393003,14.924996,20.187786,-1.6743258,81.0
2012,15,0.008817409,12.0,18.664639,1.6573176,287013.0,1,10.704114,22.419252,30.636124,14.544752,20.252438,-0.76155496,81.0
2013,15,0.20653658,12.2,18.663195,2.1475317,271731.0,1,10.7205515,23.328138,34.147522,15.915398,20.165764,-0.333177,84.0
2014,15,0.40722814,12.5,18.66187,0.50799936,265959.0,1,10.741799,23.964108,37.54577,17.540302,20.153032,1.7453142,84.0
2015,15,0.119654804,12.5,18.660807,1.3304008,258839.0,1,10.746867,23.79038,35.64102,17.610975,19.818027,2.1453967,86.0
2016,15,0.8312756,12.7,18.659655,0.7251464,260244.0,1,10.760083,23.317999,31.515371,16.252764,19.883919,0.26758042,86.0
2017,15,0.4201669,12.8,18.65801,2.0965517,260292.0,1,10.767308,23.83465,34.61356,17.774227,19.671711,-0.22008477,88.0
2002,16,0.8990016,10.9,17.679283,6.813311,76570.0,0,9.659336,30.385454,60.15371,30.826855,12.134766,3.060493,80.0
2003,16,1.0300936,11.0,17.684465,2.4010732,90313.0,0,9.725248,31.250181,63.392994,32.70217,12.467763,3.395062,79.0
2004,16,1.7381012,11.2,17.688429,4.4849124,105250.0,0,9.748976,31.19971,72.761086,38.295002,12.789334,2.9841037,80.0
2005,16,1.5190552,11.4,17.69055,3.703595,122188.0,0,9.792848,30.861017,71.18431,36.809666,13.282862,1.0315715,80.0
2006,16,0.9055073,11.4,17.6958,4.625217,125476.0,0,9.829214,30.740467,73.55135,37.166264,13.819208,-0.13984005,81.0
2007,16,0.78623533,11.5,17.700853,4.9319034,128701.0,0,9.874429,30.513916,77.243004,39.184677,13.928599,2.3972313,82.0
2008,16,1.1162729,11.6,17.708447,2.0513806,127114.0,0,9.92257,31.382032,99.93356,49.96141,14.644848,2.956663,79.0
2009,16,1.0002828,11.0,17.713594,0.19051726,127316.0,0,9.942877,31.318464,90.412636,47.54976,15.169299,3.5422974,83.0
2010,16,0.8677392,11.8,17.718576,5.9675193,131805.0,0,9.94478,30.500368,95.65408,49.419495,14.471457,3.1614442,81.0
2011,16,0.812748,11.8,17.726265,2.8874633,138034.0,0,10.002743,30.243195,110.00005,55.747475,14.585726,1.5846037,84.0
2012,16,0.77656555,11.9,17.731524,1.7560438,148136.0,0,10.031208,29.569489,109.8862,56.34024,14.833439,1.0435022,86.0
2013,16,0.97783023,12.0,17.736074,2.4288669,159978.0,0,10.048616,29.2623,102.770744,53.875076,15.003532,0.8533337,85.0
2014,16,0.6570805,12.1,17.742357,2.694343,164073.0,0,10.072615,29.154938,95.297226,50.275536,15.121952,0.60043806,85.0
2015,16,0.29680407,12.1,17.74763,2.2496614,167275.0,0,10.099201,29.308413,83.71212,45.33669,15.00945,2.3946588,85.0
2016,16,0.855546,12.1,17.752142,2.5216374,163424.0,0,10.1214485,29.67952,77.71283,42.284203,15.176576,1.9779686,85.0
2017,16,1.1702034,12.1,17.756435,2.7736015,159084.0,0,10.146352,31.120953,80.77922,43.090977,15.334445,2.2651777,87.0
2002,17,17.967121,10.7,13.008467,2.7374716,41.0,1,11.45842,20.961744,258.84314,141.96461,16.228146,1.6808075,73.0
2003,17,14.517909,10.9,13.020618,0.40176052,16.0,1,11.485427,20.376434,254.10106,138.90022,16.763847,2.6828165,73.0
2004,17,14.93326,11.1,13.034832,2.1499195,23.0,1,11.489436,20.344507,281.2084,153.03574,17.015095,2.9549437,74.0
2005,17,12.436663,11.3,13.050133,1.6058633,24.0,1,11.510708,19.103392,297.77298,161.6764,17.14717,4.195702,74.0
2006,17,75.96384,11.5,13.066083,3.5141432,26.0,1,11.526639,17.611528,320.59827,176.24689,15.860087,7.0355167,75.0
2007,17,-58.32288,11.7,13.081527,6.6939955,15.0,1,11.561177,18.41659,332.50485,182.888,15.217404,1.4901363,75.0
2008,17,12.743336,11.7,13.099401,-3.028532,48.0,1,11.625972,20.267607,343.56183,187.11188,15.733976,3.8837159,77.0
2009,17,53.055996,11.8,13.11792,-6.1133733,60.0,1,11.595218,18.405466,295.9728,164.0695,17.46469,1.3980176,76.0
2010,17,73.53262,11.8,13.136173,2.9681225,79.0,1,11.532136,17.608171,316.1614,174.52309,17.035297,3.6167226,76.0
2011,17,14.737457,11.8,13.158401,0.28527752,85.0,1,11.561385,19.178793,323.44962,177.98965,16.691172,4.773591,74.0
2012,17,44.986412,11.8,13.182416,-2.7170885,109.0,1,11.564234,20.163055,341.86203,186.4443,17.407875,2.5564966,74.0
2013,17,25.920681,11.8,13.205527,1.2862067,113.0,1,11.536687,19.512747,349.24194,190.62859,17.296692,1.6959229,74.0
2014,17,28.542208,12.0,13.229097,1.8672773,128.0,1,11.549467,19.9673,392.80417,212.6071,16.740791,2.736137,75.0
2015,17,21.637976,12.0,13.252697,1.8736706,128.0,1,11.567967,18.21061,408.362,221.19658,16.504366,0.18403494,74.0
2016,17,52.524693,12.1,13.27425,2.3448071,143.0,1,11.586531,18.137547,390.6625,213.03569,15.917087,0.7706902,75.0
2017,17,-10.618792,12.1,13.298559,-0.64374286,156.0,1,11.609709,18.760159,400.07947,217.62135,16.427818,1.7164283,75.0
2002,18,3.1155195,7.0,18.437387,-1.4029323,526.0,0,9.114716,19.269424,46.697914,22.55249,10.377716,5.503366,31.0
2003,18,2.4986434,7.1,18.451025,0.07226232,468.0,0,9.100587,19.777903,50.20569,24.360441,11.033791,4.0394554,33.0
2004,18,3.1852162,7.4,18.46484,2.494833,565.0,0,9.10131,20.47646,58.42432,28.414387,10.487289,7.961711,33.0
2005,18,2.965113,7.6,18.478998,0.8695158,584.0,0,9.125952,20.703707,62.359123,30.377792,10.521707,5.8739214,36.0
2006,18,2.1201918,8.0,18.49356,2.9844384,574.0,0,9.134609,21.543339,56.092724,27.325161,10.344423,6.3892226,33.0
2007,18,3.14266,8.0,18.50842,0.7825681,629.0,0,9.164017,21.941906,56.79528,27.527235,10.405381,5.789061,40.0
2008,18,2.903434,8.0,18.523375,-0.357633,685.0,0,9.171812,23.16439,57.77703,27.701496,10.729519,6.172512,39.0
2009,18,2.140339,8.2,18.538143,-6.674167,822.0,0,9.16823,22.126474,55.96777,27.154999,11.916964,3.9476628,38.0
2010,18,1.9752958,8.0,18.552525,3.6171894,951.0,0,9.099156,21.5827,60.76032,29.697664,11.771363,4.545151,40.0
2011,18,2.092377,8.4,18.566473,2.227161,1065.0,0,9.134689,22.273914,63.469677,31.036707,11.777083,5.842873,39.0
2012,18,1.473415,8.6,18.580025,2.2471452,1294.0,0,9.156716,22.840437,65.76724,32.265568,11.946734,4.065927,40.0
2013,18,3.7032628,8.4,18.59318,0.029449416,1210.0,0,9.17894,21.252464,63.764877,31.305653,12.191387,1.5297308,42.0
2014,18,2.4485767,8.4,18.605957,1.4991889,1246.0,0,9.179234,21.015154,64.96358,31.892544,12.202265,4.4233418,39.0
2015,18,3.1736743,8.6,18.61837,2.0139272,1364.0,0,9.194115,22.521528,71.16631,34.56333,12.330907,2.787393,39.0
2016,18,3.3761358,8.6,18.630402,1.6796939,1310.0,0,9.214053,22.92683,76.10027,37.06297,12.016954,5.3777742,41.0
2017,18,2.8456426,8.6,18.642042,0.9363516,1334.0,0,9.230711,22.128567,77.19414,37.689842,11.628406,6.657226,40.0
2002,19,5.403793,11.1,16.597364,-0.42036778,2122.0,1,10.761268,21.083456,113.4574,60.148422,22.123093,3.7705414,80.0
2003,19,3.534332,11.3,16.602083,-0.31578967,2288.0,1,10.757055,20.599442,111.920006,59.28414,22.900879,2.170279,83.0
2004,19,21.291348,11.5,16.605556,1.631188,2187.0,1,10.753893,20.292242,117.60863,62.674244,22.507492,1.2040406,84.0
2005,19,30.63656,11.6,16.607893,1.8126992,2217.0,1,10.770073,20.413408,122.806656,65.63209,22.279686,1.98874,80.0
2006,19,51.20484,11.8,16.6095,3.2949498,2168.0,1,10.788037,21.040945,127.77215,68.18112,23.189108,2.5611064,79.0
2007,19,86.58909,12.0,16.611675,3.5473595,2079.0,1,10.820456,23.293442,130.45787,68.77546,23.234491,2.0722058,82.0
2008,19,20.62559,12.0,16.615568,1.7733566,2421.0,1,10.855314,22.117033,131.05989,69.79363,23.493738,2.3063257,77.0
2009,19,11.041794,11.9,16.62071,-4.1610384,2575.0,1,10.872892,21.305866,116.88955,62.237015,25.997612,0.22070171,82.0
2010,19,13.673451,12.0,16.62584,0.82425994,2527.0,1,10.830392,19.696583,131.52208,69.80367,26.243338,0.94041365,81.0
2011,19,36.730026,12.0,16.630505,1.0786282,2585.0,1,10.838601,20.137339,142.47177,75.50307,25.78668,0.19365215,76.0
2012,19,28.567,12.0,16.634205,-1.3959193,2375.0,1,10.849329,18.761314,149.26842,79.50337,26.026623,1.4461095,72.0
2013,19,37.480736,12.1,16.637154,-0.42417863,2315.0,1,10.835272,18.356365,149.54933,79.88048,25.788877,1.279987,71.0
2014,19,13.201994,12.1,16.64075,1.0591012,2294.0,1,10.831021,17.591578,150.05376,80.57791,25.68125,0.25318572,70.0
2015,19,41.918762,12.1,16.645184,1.5082662,2207.0,1,10.841557,22.105976,157.81657,82.6589,24.978552,0.772728,70.0
2016,19,30.842375,12.1,16.650505,1.6493156,2290.0,1,10.856526,20.001074,148.85866,79.535164,24.683449,0.4546673,71.0
2017,19,11.571828,12.2,16.656418,2.3042848,2241.0,1,10.872885,20.141003,156.02821,83.39177,24.316463,1.2607071,70.0
2002,20,1.005536,11.4,18.794353,5.182786,23712.0,0,8.83217,17.905914,59.645447,35.212593,17.934536,15.661906,33.0
2003,20,1.8423774,11.4,18.789816,7.7878995,24969.0,0,8.882699,18.415028,59.12827,35.24998,17.916098,13.657137,38.0
2004,20,2.6061852,11.4,18.78579,7.6324196,22985.0,0,8.957694,18.3853,56.581852,34.417892,16.971678,20.25515,36.0
2005,20,2.029804,11.4,18.781975,6.8066287,23644.0,0,9.031245,17.755398,56.71325,35.203068,16.871538,19.279432,38.0
2006,20,3.797718,11.4,18.778702,8.554808,27884.0,0,9.0970955,18.50341,54.733402,33.730476,17.388138,15.120407,47.0
2007,20,4.2989483,11.4,18.77699,8.685698,27505.0,0,9.17918,20.995255,51.706123,30.16406,17.297535,13.841239,49.0
2008,20,4.502699,11.4,18.776552,5.2462068,27712.0,0,9.26247,22.29046,53.382465,31.30956,17.830576,18.013517,44.0
2009,20,2.9921296,11.5,18.776854,-7.827755,25598.0,0,9.313602,21.995134,48.435062,27.9381,20.786596,1.9706126,56.0
2010,20,2.8308272,11.5,18.777302,4.453103,28722.0,0,9.232092,21.625383,50.355507,29.21556,18.725056,14.19111,51.0
2011,20,2.68483,11.6,18.778082,4.218741,26495.0,0,9.27566,21.48715,47.9011,27.976923,17.46343,24.809032,54.000004
2012,20,2.2887638,11.7,18.779764,3.525675,28701.0,0,9.316981,21.54983,47.10955,26.883446,17.83349,9.039482,49.0
2013,20,3.0132797,11.8,18.781895,1.5834745,28765.0,0,9.351631,21.77595,46.193356,25.792965,18.530258,5.3941736,48.0
2014,20,1.0694908,11.9,18.784071,-1.0809671,24072.0,0,9.367341,21.648657,47.78412,27.10133,17.927488,7.3495975,47.0
2015,20,0.50256664,12.0,18.785995,-2.5181544,29269.0,0,9.356473,20.850767,49.350555,28.707262,17.671608,7.587662,46.0
2016,20,2.5367033,12.0,18.787699,0.1455908,26795.0,0,9.330969,21.985323,46.302353,25.737144,18.285933,3.174226,52.0
2017,20,1.8090082,12.0,18.788767,1.5151644,22777.0,0,9.332424,22.335287,46.76077,26.052061,18.077044,5.359352,48.0
2002,21,-0.32389987,7.0,16.897665,-5.5051284,61.0,0,9.779573,18.011534,64.59278,40.94879,25.950949,5.9568744,33.0
2003,21,-0.27177286,7.1,16.927097,8.01558,56.0,0,9.722949,18.299978,69.8312,45.854164,24.48452,2.3165586,44.0
2004,21,-0.12920973,7.5,16.956757,4.8034477,81.0,0,9.800055,19.156519,75.08284,50.985332,22.859104,11.056428,45.0
2005,21,3.6830506,7.6,16.985876,2.5439847,119.0,0,9.846971,19.312368,81.95408,57.050743,21.340282,20.14964,47.0
2006,21,4.853586,7.8,17.014114,-0.0736215,119.0,0,9.872092,20.452162,89.9446,59.83191,22.039248,11.5723915,48.0
2007,21,5.8463063,8.1,17.041742,-0.9282313,128.0,0,9.871356,23.651579,94.86332,59.93744,20.662075,8.435381,51.0
2008,21,7.5906324,8.3,17.069311,3.3606997,,0,9.86203,22.803745,96.10263,62.111504,17.704252,17.68983,47.0
2009,21,8.496352,8.6,17.09756,-4.787315,,0,9.895085,25.756504,84.858345,47.08862,22.186996,-15.71323,54.000004
2010,21,5.5343256,8.9,17.126837,2.008917,288.0,0,9.846028,24.43088,82.54983,49.56979,20.202818,17.191292,45.0
2011,21,2.4295793,9.1,17.15723,6.703982,347.0,0,9.865918,22.596746,85.54352,56.04924,19.389502,15.52939,48.0
2012,21,1.6552703,9.4,17.188143,2.202655,,0,9.930806,22.27995,83.51179,54.27084,19.970919,4.0155153,51.0
2013,21,1.1872668,9.5,17.218456,-0.36721793,491.0,0,9.952594,23.659739,82.709045,51.917957,22.447802,-1.2163346,49.0
2014,21,1.0592693,9.5,17.246817,0.7542348,652.0,0,9.948915,25.182453,80.64047,46.87529,26.060438,-2.269998,54.000004
2015,21,1.2442918,9.5,17.272385,1.4783722,715.0,0,9.956429,29.852402,72.075,33.32117,30.003479,-16.908525,56.0
2016,21,1.155547,9.5,17.294983,-0.6011293,1070.0,0,9.971105,26.12511,61.86204,31.144209,25.827168,-3.0464141,52.999996
2017,21,0.20605172,9.5,17.315018,-2.7104552,909.0,0,9.965075,24.484268,64.19518,34.85306,24.4357,7.5658135,46.0
2002,22,6.6537104,9.5,15.244852,2.9706228,624.0,0,10.391994,26.751423,349.746,184.08612,11.840329,-0.8886322,76.0
2003,22,17.462585,9.8,15.230107,6.088642,626.0,0,10.421268,24.766294,377.21857,202.58621,11.414084,-1.7873546,75.0
2004,22,21.202372,10.2,15.242626,8.453248,641.0,0,10.480373,24.281424,401.5237,213.95169,10.31867,4.0735564,73.0
2005,22,15.113386,10.5,15.266131,4.8649764,569.0,0,10.561522,23.187996,420.4305,225.15967,9.897143,1.9074343,71.0
2006,22,26.326605,10.1,15.297425,5.646814,626.0,0,10.609025,23.086712,425.3634,228.03761,9.906936,1.8456575,71.0
2007,22,26.161955,10.2,15.339086,4.573559,696.0,0,10.663957,24.375683,394.28848,212.77939,9.136127,5.9162445,74.0
2008,22,7.0234795,10.5,15.392301,-3.4110088,793.0,0,10.708677,27.97892,437.32672,228.99377,10.113214,-1.3861336,80.0
2009,22,12.07097,10.5,15.42246,-2.8535151,750.0,0,10.673972,28.83746,358.1928,190.84494,9.929974,2.9610708,72.0
2010,22,23.069336,11.2,15.440178,12.514315,895.0,0,10.645021,25.569721,369.68555,197.99896,9.691568,1.1026026,71.0
2011,22,17.596367,11.2,15.461027,4.0697384,1056.0,0,10.762932,25.264915,379.09863,203.32771,9.236843,1.1257325,71.0
2012,22,18.743885,11.3,15.485561,1.9179455,1081.0,0,10.802823,26.429989,369.21295,196.71962,8.857867,0.48205066,70.0
2013,22,20.93448,11.4,15.501755,3.1314347,1143.0,0,10.821821,27.548216,367.04178,195.07779,9.744218,-0.42860287,71.0
2014,22,21.81935,11.4,15.514739,2.5602071,1303.0,0,10.852654,28.12821,360.46732,191.95354,9.631032,-0.23370565,70.0
2015,22,22.65377,11.5,15.526603,1.6790189,1469.0,0,10.877934,27.222271,329.4714,178.38461,10.190908,3.156402,71.0
2016,22,23.124786,11.5,15.539577,1.6350856,1601.0,0,10.894586,26.259457,304.47845,165.55544,10.3401,0.7852741,72.0
2017,22,28.016947,11.5,15.5404625,3.607949,1609.0,0,10.910804,26.196781,317.83267,171.42085,10.427376,2.5537472,75.0
2002,23,1.2814118,8.5,17.647427,2.3979425,983.0,0,8.7023735,15.150275,59.764637,31.780836,18.805191,12.205284,50.0
2003,23,0.44685033,8.8,17.659666,1.696827,922.0,0,8.72607,15.981478,51.401833,26.885061,19.057888,5.793571,44.0
2004,23,0.30684716,8.8,17.671843,3.2890325,956.0,0,8.742896,16.45999,51.078033,25.467096,19.157564,6.527026,47.0
2005,23,2.530174,8.9,17.684221,3.9820175,1003.0,0,8.775257,17.246443,53.149117,26.446665,19.47819,5.4491034,51.0
2006,23,0.22945635,9.0,17.696857,4.2777834,866.0,0,8.814304,18.924921,60.277264,29.273893,18.153528,6.255249,52.0
2007,23,2.1998835,9.1,17.709772,4.0085006,915.0,0,8.856193,20.64696,63.683086,31.173851,17.814014,8.849399,55.0
2008,23,3.4470158,9.7,17.723114,1.8234875,860.0,0,8.895495,23.511278,72.86539,35.622437,18.657925,8.831509,56.0
2009,23,2.576394,10.1,17.737028,-2.898731,822.0,0,8.913566,21.511543,55.418262,27.911888,19.864481,7.504521,58.999996
2010,23,0.98395556,10.0,17.751581,1.5510725,821.0,0,8.8841505,19.26599,55.988987,28.615232,20.229637,6.3510385,58.999996
2011,23,0.9940205,9.9,17.766834,1.7207143,656.0,0,8.899542,19.116385,60.11263,30.460941,19.86224,6.532231,56.0
2012,23,1.1672086,9.8,17.782665,0.6079491,608.0,0,8.916603,19.227789,60.8997,29.723879,20.259928,5.2827716,56.0
2013,23,2.2442365,9.9,17.798723,0.8526848,638.0,0,8.922664,20.373974,64.24176,30.97134,20.57498,6.155257,57.0
2014,23,1.650494,10.0,17.814554,0.24727881,802.0,0,8.931154,20.391024,64.4345,31.468645,20.795677,5.547005,58.999996
2015,23,0.4789174,10.1,17.829844,-0.34167725,889.0,0,8.933624,20.3111,61.617073,30.15289,20.454388,5.170614,60.000004
2016,23,0.7475123,10.1,17.844492,-1.0608683,704.0,0,8.930202,19.420517,60.638187,30.580929,20.791983,7.2063465,62.0
2017,23,0.58891594,10.1,17.85857,-0.003138954,728.0,0,8.919537,18.764547,57.973896,29.62767,20.799002,5.267458,63.0
2002,24,5.5798163,8.5,17.539553,1.29005,2763.0,1,10.28609,26.155758,55.09918,26.553995,16.62433,4.0846,83.0
2003,24,3.395381,8.6,17.557638,1.1362532,2813.0,1,10.298907,27.098618,53.463688,25.628906,16.776606,3.933545,84.0
2004,24,2.367946,8.6,17.574892,1.3587093,2871.0,1,10.310206,27.807623,54.52418,25.411985,17.168915,3.8821628,86.0
2005,24,2.3418114,8.9,17.591785,1.9156958,3040.0,1,10.323702,29.01159,54.7623,24.979269,17.331621,4.1010437,87.0
2006,24,2.6146822,9.0,17.60869,2.3578131,3111.0,1,10.342677,30.027306,56.177135,25.241302,17.36033,3.9795854,91.0
2007,24,4.6347547,9.1,17.627201,1.704522,3267.0,1,10.365982,29.862236,57.747604,25.98474,17.705633,3.4164472,91.0
2008,24,4.5586696,9.2,17.643154,-0.7095679,3632.0,1,10.382883,27.836466,55.98333,25.62393,18.8231,2.254248,86.0
2009,24,0.64283246,9.3,17.652012,-4.6118717,3596.0,1,10.375763,23.113222,46.994873,23.061695,20.639694,0.1439053,89.0
2010,24,2.5768123,9.4,17.656614,-0.2970886,3566.0,1,10.328547,21.788948,52.92824,25.95168,20.632902,0.15338868,86.0
2011,24,1.8144797,9.5,17.660168,-1.1661927,3430.0,1,10.325571,20.021753,58.79317,29.534962,20.67171,-0.019750748,85.0
2012,24,1.5736837,9.5,17.660818,-3.0224254,3266.0,1,10.313841,18.52761,60.84537,31.455273,19.976936,-0.11455774,82.0
2013,24,3.4968064,9.5,17.657541,-1.1118989,3026.0,1,10.283151,17.370544,61.9963,32.962578,19.880669,0.39843956,84.0
2014,24,2.4056728,9.7,17.654552,1.6874497,2953.0,1,10.271969,17.77974,63.86561,33.482567,19.636335,-0.22336848,89.0
2015,24,1.927596,9.7,17.653776,3.9157684,2799.0,1,10.288703,18.014458,64.21264,33.62652,19.47958,0.545556,89.0
2016,24,3.5917702,9.8,17.65461,2.9443486,2745.0,1,10.327113,17.960209,63.772625,33.88009,19.058212,0.3228988,88.0
2017,24,1.9077684,9.8,17.656965,2.6506793,2167.0,1,10.356132,18.662716,66.77758,35.17839,18.619167,1.3811208,86.0
2002,25,2.7397459,11.7,15.801294,-0.5922273,1827.0,1,11.131145,24.549759,91.15308,48.93701,12.0632,-0.2536478,10.0
2003,25,5.5880537,11.8,15.808713,-0.69989765,1831.0,1,11.125205,23.883173,89.529976,48.108482,12.246455,1.1268945,11.0
2004,25,1.8018625,11.9,15.815588,2.0722086,1742.0,1,11.118181,24.442055,93.99247,51.470993,12.006337,0.34354457,12.0
2005,25,0.65206265,12.0,15.821994,2.4567556,1643.0,1,11.138692,24.38749,100.32981,53.79047,11.822565,0.69014114,13.0
2006,25,12.475779,12.3,15.828269,3.3381763,1740.0,1,11.162962,24.286695,104.51784,56.49117,11.313621,2.0956953,14.0
2007,25,10.1452265,12.6,15.837206,3.1854756,1692.0,1,11.195799,24.383495,111.31077,61.303593,10.909267,2.414838,15.000001
2008,25,0.53952634,12.9,15.849913,0.86495894,1594.0,1,11.227157,24.059507,114.77941,62.661175,11.043443,2.0271459,16.0
2009,25,8.801111,13.3,15.862407,-3.4362307,1684.0,1,11.235769,22.6695,106.93021,57.230476,11.77634,0.36182755,15.000001
2010,25,3.0269337,13.3,15.872823,1.9355321,1622.0,1,11.200803,22.827618,117.25209,63.965622,11.60209,0.31720278,16.0
2011,25,2.9681377,13.3,15.883942,0.5683147,1597.0,1,11.219974,23.407415,122.49619,65.465515,11.681364,0.3422506,16.0
2012,25,5.979176,13.4,15.89456,-0.060750328,1480.0,1,11.22564,23.82766,123.68239,67.03362,11.85886,-0.17407295,16.0
2013,25,-3.6203794,13.4,15.906058,0.68756735,1525.0,1,11.225033,23.598406,131.79654,71.92494,11.931751,0.025327073,17.0
2014,25,2.9615932,13.4,15.91826,1.2067877,1480.0,1,11.231885,23.87644,116.860176,64.27374,11.970933,-0.6254292,18.0
2015,25,16.828775,13.4,15.929643,0.1864135,1477.0,1,11.24388,23.782385,112.73018,62.216137,11.933068,-0.62627316,17.0
2016,25,10.784131,13.4,15.940563,0.6178494,1462.0,1,11.245743,23.918905,119.972275,65.744286,11.997933,-0.6047178,16.0
2017,25,10.043118,13.4,15.949895,0.8539474,1337.0,1,11.251903,24.424417,119.50796,65.03262,12.030082,-0.5740372,16.0
2002,26,0.4538055,5.7,17.992132,4.8731265,414.0,0,8.940047,19.611105,47.46054,24.460695,12.933919,37.57443,40.0
2003,26,0.54582244,5.8,18.00652,4.0997243,489.0,0,8.987629,20.848328,45.60147,22.243134,12.702239,23.320044,42.0
2004,26,0.6880166,5.9,18.020367,8.136504,682.0,0,9.027807,25.416088,48.119682,22.75048,12.439613,12.446888,41.0
2005,26,2.0005333,6.0,18.033598,7.5770025,928.0,0,9.106031,26.650818,45.43714,21.017782,12.304866,7.104863,43.0
2006,26,3.6534803,6.1,18.046087,5.7803645,1072.0,0,9.179069,28.68788,48.151108,21.650417,13.014317,9.371704,43.0
2007,26,3.2625,6.2,18.058014,3.7851024,1810.0,0,9.235263,28.099247,47.289585,21.220224,13.499999,6.216642,46.0
2008,26,2.5971575,6.3,18.069967,-0.35305217,2221.0,0,9.272415,26.847815,49.906322,22.826258,13.705273,12.037336,45.0
2009,26,1.3317512,6.5,18.082706,-5.9107285,2555.0,0,9.268879,22.374706,45.932476,22.573673,15.770384,5.401803,48.0
2010,26,1.178777,6.7,18.096708,6.979032,3180.0,0,9.2079525,24.868128,45.899216,20.448809,14.972658,7.012658,49.0
2011,26,1.9437284,7.2,18.112032,9.423771,3885.0,0,9.275415,28.066677,52.66294,22.262407,13.702278,8.188568,48.0
2012,26,1.572572,7.5,18.12836,3.0926602,4434.0,0,9.365473,27.319832,52.245308,23.667366,14.23238,7.418218,49.0
2013,26,1.426814,7.7,18.145304,6.6687293,4392.0,0,9.395931,28.524395,50.350323,22.272255,14.124618,6.268814,51.0
2014,26,1.4276601,7.6,18.162323,3.3919284,4766.0,0,9.460489,28.894709,51.414104,23.764336,14.091517,7.4216776,52.0
2015,26,2.2416923,7.8,18.178984,4.3330827,5352.0,0,9.493846,29.708918,49.299866,23.34593,13.877744,7.826942,51.0
2016,26,1.6151037,8.0,18.195307,1.5132836,6230.0,0,9.536264,29.313942,46.815647,21.965082,14.835071,8.098262,50.0
2017,26,1.3540887,8.0,18.211216,5.7744727,8175.0,0,9.551284,30.07911,54.05831,24.773794,14.486833,10.959704,52.0
2002,27,5.0300865,11.9,17.899307,1.8920898,20624.0,1,10.507607,17.898943,50.79863,24.111437,18.190897,2.1129723,82.0
2003,27,1.7540629,12.0,17.903965,2.8065517,20426.0,1,10.526351,17.460878,49.915703,23.856636,18.861145,2.2562177,85.0
2004,27,3.6020722,12.1,17.909653,1.7931557,19178.0,1,10.55403,17.29249,49.97394,23.7127,19.491974,2.5480866,86.0
2005,27,9.952156,12.2,17.91652,2.4737117,17833.0,1,10.571803,17.39508,52.349754,24.973608,19.69907,2.508582,87.0
2006,27,7.5038767,12.4,17.92387,2.0355504,17484.0,1,10.596239,17.730213,56.255955,27.101076,19.816086,2.7672913,90.0
2007,27,6.7566237,12.6,17.931656,1.6360584,17375.0,1,10.61639,18.045761,52.459026,25.239754,19.644268,2.5847194,94.0
2008,27,8.672014,12.8,17.939528,-1.0628932,16523.0,1,10.632618,17.440254,56.130108,26.98941,20.446924,2.877284,88.0
2009,27,0.6033867,13.1,17.94709,-4.9693503,15985.0,1,10.621932,15.909595,54.35184,26.373077,22.029152,1.6532804,89.0
2010,27,2.6960793,13.2,17.95493,1.1534749,15490.0,1,10.570962,15.805152,58.54649,28.275072,21.65854,1.5334613,84.0
